time,open,high,low,close,volume
090000,1975000,2006000,1960000,1964000,352190
090500,1964000,2001000,1961000,1980000,151939
091000,1980000,2014000,1977000,1999000,126993
091500,1998000,2056000,1991000,2052000,183352
092000,2053000,2066000,2037000,2062000,152102
092500,2062000,2064000,2035000,2053000,120814
093000,2052000,2052000,2036000,2036000,92831
093500,2036000,2042000,2016000,2018000,90741
094000,2018000,2038000,2013000,2024000,72843
094500,2023000,2039000,2020000,2036000,54320
095000,2036000,2076000,2036000,2073000,118926
095500,2074000,2090000,2067000,2089000,127147
100000,2088000,2121000,2075000,2115000,143693
100500,2115000,2135000,2103000,2133000,188556
101000,2134000,2163000,2128000,2157000,151110
101500,2156000,2157000,2110000,2126000,137615
102000,2126000,2130000,2100000,2116000,117007
102500,2116000,2129000,2108000,2122000,98037
103000,2122000,2129000,2093000,2104000,101575
103500,2104000,2126000,2099000,2124000,68243
104000,2124000,2139000,2120000,2128000,64204
104500,2128000,2134000,2121000,2130000,48874
105000,2130000,2133000,2107000,2108000,57085
105500,2108000,2110000,2096000,2099000,55886
110000,2099000,2114000,2095000,2106000,72638
110500,2106000,2106000,2089000,2089000,44216
111000,2089000,2090000,2061000,2069000,100476
111500,2070000,2070000,2048000,2053000,83419
112000,2052000,2064000,2031000,2037000,95072
112500,2037000,2060000,2032000,2054000,62762
113000,2053500,2064000,2044000,2048000,54247
113500,2048000,2073000,2046000,2068000,52227
114000,2068000,2076000,2060000,2061000,41847
114500,2061000,2075000,2059000,2067000,34831
115000,2068000,2079000,2062000,2064000,33535
115500,2064000,2079000,2061000,2073000,34611
120000,2072000,2077000,2069000,2076000,27850
120500,2077000,2077000,2058000,2061000,34232
121000,2061000,2063000,2045000,2050000,43287
121500,2050000,2059000,2049000,2053000,30156
122000,2053000,2069000,2048000,2069000,30637
122500,2068000,2070000,2060000,2067000,20959
123000,2067000,2087000,2064000,2083000,36127
123500,2084000,2096000,2080000,2094000,37237
124000,2094000,2095000,2081000,2085000,37649
124500,2085000,2095000,2084000,2090000,23337
125000,2090000,2103000,2090000,2101000,37697
125500,2101000,2108000,2100000,2107000,31560
130000,2107000,2118000,2090000,2093000,58980
130500,2093000,2108000,2092000,2099000,37061
131000,2099000,2100000,2089000,2091000,30549
131500,2091000,2092000,2075000,2087000,43912
132000,2087000,2105000,2086000,2097000,40918
132500,2096000,2102000,2093000,2095000,24063
133000,2095000,2105000,2095000,2100000,24863
133500,2100000,2107000,2097000,2104000,18214
134000,2104000,2128000,2103000,2123000,52949
134500,2123000,2128000,2114000,2114500,40791
135000,2114000,2114500,2101000,2109000,27851
135500,2109000,2117000,2102000,2113000,30415
140000,2113000,2116000,2094000,2095000,40666
140500,2095000,2100000,2082000,2096000,41279
141000,2096000,2096000,2084000,2089000,25475
141500,2090000,2098000,2081000,2082000,35831
142000,2082000,2094000,2081000,2093000,20716
142500,2093000,2093000,2072000,2079000,47211
143000,2080000,2093000,2072000,2092000,26608
143500,2092000,2104000,2087000,2090000,34671
144000,2090000,2102000,2089000,2100000,26222
144500,2100000,2104000,2096000,2100000,27323
145000,2100000,2101000,2087000,2088000,26903
145500,2088000,2098000,2087000,2095000,26075
