time,open,high,low,close,volume
090000,1220000,1232000,1218000,1227000,457602
090500,1228000,1245000,1227000,1240000,228096
091000,1240000,1254000,1236000,1246000,262776
091500,1246000,1247000,1233000,1246000,178173
092000,1246000,1255000,1245000,1253000,168085
092500,1253000,1260000,1252000,1260000,143898
093000,1259000,1267000,1259000,1266000,166721
093500,1266000,1267000,1259000,1260000,113747
094000,1260000,1262000,1255000,1259000,106548
094500,1259000,1264000,1253000,1255000,70454
095000,1255000,1258000,1249000,1250000,87840
095500,1250000,1257000,1248000,1254000,75551
100000,1255000,1257000,1241000,1241000,93067
100500,1241000,1244000,1235000,1239000,105941
101000,1240000,1243000,1238000,1239000,48460
101500,1239000,1241000,1230000,1231000,68000
102000,1231000,1238000,1230000,1237500,57467
102500,1237500,1243000,1237000,1237500,55433
103000,1237500,1242000,1235000,1237000,49794
103500,1237000,1239000,1227000,1228000,82515
104000,1228500,1236000,1227000,1233500,37092
104500,1234000,1237000,1233000,1236000,24771
105000,1236000,1237000,1231000,1231000,34978
105500,1231000,1235000,1230000,1232000,48871
110000,1232000,1233000,1227000,1228000,39184
110500,1228500,1230000,1227000,1228000,25476
111000,1228000,1228000,1224000,1224000,41601
111500,1224500,1226500,1221000,1223000,51780
112000,1224000,1226000,1220000,1222500,61340
112500,1222500,1223000,1220000,1221000,53059
113000,1221000,1222000,1213000,1214000,103069
113500,1215000,1220000,1213000,1215000,43327
114000,1214000,1217000,1210000,1211000,61356
114500,1210000,1213000,1207000,1207000,56349
115000,1207000,1214000,1206000,1211000,54998
115500,1212000,1212000,1204000,1204000,41695
120000,1204500,1206500,1201000,1206000,47774
120500,1206000,1208000,1200000,1200500,48588
121000,1200000,1201000,1195000,1197000,81972
121500,1196500,1205000,1196000,1202000,57103
122000,1202000,1203000,1197000,1198500,42238
122500,1198500,1199000,1196000,1198000,32803
123000,1199000,1200000,1196000,1197000,34856
123500,1198000,1198000,1184000,1185000,148720
124000,1186000,1192000,1183000,1191000,83080
124500,1191000,1201000,1190000,1199000,50510
125000,1199000,1204000,1198500,1202000,59419
125500,1202000,1203000,1198000,1200000,37909
130000,1199000,1200000,1197000,1198000,27594
130500,1198000,1200000,1195000,1200000,29204
131000,1199500,1204000,1199000,1204000,23697
131500,1204000,1204000,1200000,1201000,24916
132000,1201000,1204000,1200000,1200000,31885
132500,1201000,1202000,1199000,1201000,17642
133000,1201000,1204000,1200000,1203500,20308
133500,1204000,1209000,1203000,1208000,37056
134000,1208000,1210000,1205000,1208000,45046
134500,1207000,1208000,1205000,1207000,17192
135000,1208000,1214000,1206000,1213000,42871
135500,1213000,1214000,1210000,1210000,40195
140000,1210500,1213000,1210000,1213000,22215
140500,1212000,1219000,1211000,1219000,42558
141000,1218500,1219000,1212000,1213000,41770
141500,1213000,1214000,1209000,1213000,31297
142000,1213000,1214000,1208000,1208500,34451
142500,1208000,1210000,1204000,1210000,36223
143000,1209000,1215000,1208000,1214000,19652
143500,1214000,1215000,1211000,1213000,32270
144000,1212500,1214000,1211000,1214000,18092
144500,1214000,1219000,1213000,1218000,33750
145000,1218000,1222000,1217000,1219000,46138
145500,1218000,1222000,1218000,1222000,42050
