time,open,high,low,close,volume
090000,1976000,1994000,1965000,1968000,427482
090500,1968000,1985000,1966000,1970000,172132
091000,1970000,1982000,1966000,1980000,96986
091500,1980000,1981000,1959000,1959000,178306
092000,1959000,1969000,1945000,1969000,173154
092500,1969000,1973000,1956000,1960000,148897
093000,1960000,1967000,1956000,1962000,107897
093500,1962000,1967500,1957000,1964000,70795
094000,1964000,1971000,1962000,1971000,61185
094500,1971000,1974000,1968000,1972000,76417
095000,1972000,1983000,1971000,1982000,84752
095500,1982500,1990000,1981000,1989000,75014
100000,1988000,1990000,1972500,1979000,106508
100500,1979000,1982000,1971000,1981000,75019
101000,1980000,1985000,1978000,1984000,44266
101500,1984000,1984000,1968000,1972000,61304
102000,1973000,1983000,1970000,1980000,58359
102500,1980000,1982000,1977000,1981000,29192
103000,1981000,1987000,1980000,1982000,67630
103500,1982000,1988000,1982000,1984000,61286
104000,1984000,1986000,1975000,1976000,43319
104500,1976000,1977000,1967000,1976000,67218
105000,1977000,1979000,1967000,1968000,50238
105500,1968000,1968000,1957000,1958000,90930
110000,1958000,1966000,1953000,1961000,94800
110500,1961000,1968000,1958000,1968000,63771
111000,1968000,1972000,1962000,1971000,41439
111500,1971000,1976000,1968000,1968000,42574
112000,1968000,1976000,1967500,1969000,33585
112500,1969000,1974000,1965000,1967000,26815
113000,1967000,1970000,1965000,1965000,18601
113500,1965000,1969000,1963000,1963000,22860
114000,1963000,1969000,1961000,1966500,29649
114500,1966500,1969000,1957000,1958000,50794
115000,1957000,1961500,1955000,1955000,40440
115500,1956000,1956000,1950000,1952000,49603
120000,1952000,1963000,1951000,1960000,40887
120500,1959000,1963000,1956000,1960500,22145
121000,1961000,1965000,1960000,1964000,19039
121500,1964000,1965000,1955000,1956000,31917
122000,1956000,1963000,1955000,1959000,18565
122500,1959000,1963000,1956000,1957000,17479
123000,1957000,1957000,1952000,1953000,27850
123500,1953000,1953000,1942000,1942000,87103
124000,1943000,1955000,1942000,1951000,32210
124500,1951000,1953000,1943000,1944000,28490
125000,1944000,1949000,1943000,1945000,28860
125500,1945000,1946500,1940000,1946000,47035
130000,1946000,1946000,1937000,1939000,47046
130500,1939000,1956000,1938000,1956000,49322
131000,1956000,1966000,1955000,1965000,48752
131500,1965000,1966000,1956500,1959000,41526
132000,1959000,1964000,1958000,1962000,29593
132500,1962000,1966000,1958000,1960000,38198
133000,1960000,1963000,1957000,1959000,23908
133500,1958000,1962000,1956000,1959000,29499
134000,1960000,1962000,1955000,1959000,29472
134500,1959000,1961000,1955000,1960000,27263
135000,1959000,1960000,1951000,1953000,31697
135500,1953000,1953000,1947000,1950000,37207
140000,1949000,1956000,1948000,1955000,37773
140500,1955000,1956000,1945000,1946500,34745
141000,1947000,1952000,1945000,1945000,35236
141500,1945000,1945000,1938000,1941000,51043
142000,1942000,1951000,1940500,1948500,39822
142500,1948500,1951000,1946000,1949000,23672
143000,1948000,1950000,1945000,1945000,28602
143500,1945000,1948500,1941000,1941000,34078
144000,1941000,1945000,1939000,1945000,46682
144500,1944000,1954000,1943000,1949000,56184
145000,1949000,1953000,1946000,1947000,41512
145500,1947000,1954000,1943000,1953000,45387
