time,open,high,low,close,volume
090000,1801000,1822000,1796000,1816000,323812
090500,1816000,1821000,1800000,1813000,113931
091000,1813000,1818000,1807000,1812000,77399
091500,1812000,1823000,1809000,1822000,80106
092000,1822000,1823000,1817000,1818000,52866
092500,1819000,1831000,1812000,1831000,87644
093000,1830000,1838000,1822000,1838000,73049
093500,1838000,1844000,1834000,1843000,70165
094000,1843000,1850000,1840000,1843000,80399
094500,1843000,1860000,1838000,1859000,88366
095000,1859000,1867000,1858000,1865000,97606
095500,1865000,1886000,1860000,1880000,132310
100000,1880000,1890000,1878000,1884000,127436
100500,1883000,1890000,1873000,1889000,81458
101000,1889000,1889000,1882000,1888000,42489
101500,1889000,1895000,1888000,1895000,70894
102000,1895000,1913000,1895000,1911000,118178
102500,1910000,1914000,1896000,1896000,90094
103000,1896500,1911000,1893000,1907000,93139
103500,1907000,1911000,1903000,1905000,64748
104000,1905000,1907000,1898000,1900500,83381
104500,1900000,1904000,1895000,1899000,82021
105000,1899500,1903000,1886000,1887000,88063
105500,1888000,1901000,1887000,1899000,57563
110000,1899000,1908000,1899000,1906000,78538
110500,1906000,1914000,1905000,1912000,65329
111000,1912000,1913000,1906000,1910000,45825
111500,1911000,1919000,1910000,1919000,57771
112000,1918500,1929000,1915000,1927000,93852
112500,1928000,1943000,1927000,1940000,102537
113000,1940000,1948000,1938000,1938000,74095
113500,1939000,1949000,1938000,1948000,73082
114000,1949000,1954000,1940000,1941000,90943
114500,1941000,1943000,1934000,1935000,47499
115000,1934000,1940000,1934000,1938000,32861
115500,1939000,1940000,1934000,1935000,40179
120000,1935000,1939000,1934000,1934000,26875
120500,1934000,1939000,1931000,1939000,39352
121000,1938000,1941000,1938000,1941000,30006
121500,1941000,1944000,1934000,1944000,36583
122000,1943000,1950000,1942000,1947000,55674
122500,1948000,1949000,1945000,1947000,27170
123000,1947000,1950000,1946000,1947000,28166
123500,1947000,1948000,1944000,1946000,21288
124000,1946000,1947000,1940000,1943000,36552
124500,1942000,1944000,1932000,1933000,48227
125000,1934000,1941000,1930000,1934000,38933
125500,1933000,1940000,1933000,1937000,23069
130000,1937000,1944000,1936000,1944000,29440
130500,1943000,1946000,1939000,1942000,30754
131000,1943000,1944000,1937000,1939000,31363
131500,1939500,1941000,1937000,1937000,20101
132000,1938000,1942000,1934000,1941000,30140
132500,1941000,1944000,1935000,1936000,33700
133000,1936000,1938000,1934000,1936000,24379
133500,1935000,1942000,1935000,1940000,25056
134000,1940000,1942000,1938000,1941000,22619
134500,1941000,1946000,1941000,1945000,48647
135000,1945000,1946000,1938000,1940000,33854
135500,1939000,1944000,1937000,1940000,38869
140000,1940000,1942000,1938000,1940000,23702
140500,1940000,1942000,1936000,1938000,31809
141000,1939000,1942000,1937000,1939000,25661
141500,1939000,1943000,1937000,1941000,30072
142000,1940000,1948000,1939000,1947500,63482
142500,1947000,1948000,1940000,1941000,41513
143000,1941000,1945000,1937000,1939000,47759
143500,1940000,1943000,1937000,1941000,34611
144000,1941000,1944000,1939000,1941000,36054
144500,1941000,1945000,1939000,1943000,58253
145000,1943000,1948000,1942000,1948000,53644
145500,1947000,1950000,1944000,1948000,72019
