time,open,high,low,close,volume
090000,1781000,1805000,1781000,1799000,581286
090500,1800000,1810000,1796000,1801000,169714
091000,1801000,1802000,1788000,1788000,138793
091500,1788000,1810000,1786000,1809500,133265
092000,1809500,1828000,1809000,1822000,144003
092500,1822000,1829000,1812000,1813000,92379
093000,1813000,1819000,1805000,1809000,102241
093500,1809000,1815000,1803000,1812000,61382
094000,1813000,1833000,1812000,1832000,97435
094500,1832000,1841000,1826000,1831000,111678
095000,1830000,1837000,1826000,1835000,59411
095500,1835000,1847000,1833000,1846000,99962
100000,1846000,1858000,1841000,1857000,138127
100500,1858000,1870000,1854000,1870000,137757
101000,1870000,1888000,1865000,1887000,134494
101500,1887000,1897000,1878000,1897000,164627
102000,1896000,1901000,1880000,1882000,124120
102500,1881000,1893000,1878000,1893000,80721
103000,1893000,1898000,1886000,1894000,73867
103500,1894000,1907000,1890000,1906000,78516
104000,1905000,1920000,1903500,1910000,110306
104500,1910000,1920000,1899000,1914000,91751
105000,1914000,1915000,1892000,1893000,64168
105500,1893000,1898000,1884000,1897500,93697
110000,1898000,1904000,1893000,1895000,63788
110500,1896000,1905000,1894000,1895000,53336
111000,1895000,1895000,1888000,1891000,43482
111500,1891000,1905000,1891000,1905000,49828
112000,1904000,1912000,1904000,1910000,61523
112500,1910000,1911000,1906000,1908000,26771
113000,1908000,1916000,1908000,1915000,52077
113500,1915000,1924000,1915000,1919000,89892
114000,1919000,1930000,1918000,1930000,60266
114500,1929000,1930000,1922000,1926000,42305
115000,1926000,1926000,1913000,1919000,56455
115500,1919000,1920000,1914000,1914000,26778
120000,1914000,1921000,1910000,1918000,36425
120500,1917000,1922000,1917000,1921000,20547
121000,1920000,1924000,1916000,1916000,24363
121500,1917000,1922000,1916000,1918000,20511
122000,1918000,1920000,1911000,1913000,22552
122500,1913000,1918000,1910000,1917000,28094
123000,1916000,1924000,1916000,1924000,39475
123500,1924000,1930000,1923000,1927000,55478
124000,1927000,1933000,1926000,1932000,53715
124500,1932000,1933000,1925000,1927000,41538
125000,1927000,1931000,1920000,1929000,41158
125500,1930000,1933000,1926000,1932000,48857
130000,1932000,1940000,1930000,1940000,71171
130500,1939500,1954000,1937000,1952000,137377
131000,1952000,1955000,1945000,1951000,78597
131500,1952000,1958000,1946000,1957000,104343
132000,1957000,1972000,1956500,1970000,95465
132500,1970000,1971000,1962000,1966000,75434
133000,1966000,1972000,1962000,1964000,72157
133500,1964000,1973000,1957000,1969000,91806
134000,1969000,1970000,1963000,1965000,53034
134500,1965000,1968000,1959000,1966000,68818
135000,1966000,1968000,1956000,1964000,59120
135500,1964000,1965000,1959000,1962000,40615
140000,1963000,1970000,1956000,1970000,68413
140500,1969000,1970000,1965000,1965000,47674
141000,1966000,1970000,1965000,1965000,45702
141500,1965000,1967000,1961000,1961000,41601
142000,1962000,1968000,1961000,1967000,42664
142500,1966000,1968000,1956000,1956000,68122
143000,1956000,1968000,1956000,1966000,64834
143500,1967000,1978000,1965000,1977000,151870
144000,1977000,1979000,1974000,1976000,86697
144500,1976000,1978000,1972000,1973000,57353
145000,1973000,1985000,1971000,1983000,121114
145500,1984000,1987000,1980000,1985000,80159
