time,open,high,low,close,volume
090000,877000,888000,877000,888000,0
090500,888500,895000,886000,894000,111121
091000,894000,898000,893000,894000,78494
091500,894000,895000,890000,895000,40049
092000,896000,896000,889000,891000,42598
092500,891500,892000,882000,882000,43740
093000,883000,887000,882000,883000,45247
093500,883500,885000,881000,883000,26481
094000,883000,891000,882000,890000,29433
094500,889000,892000,888000,889500,25160
095000,890000,895000,888000,891000,40818
095500,892000,896000,889000,895000,38945
100000,895000,898000,894000,896000,43233
100500,895500,897000,889500,892000,36308
101000,892000,895000,890000,891000,19850
101500,891000,892000,886000,887000,18908
102000,886500,890000,884000,889000,27052
102500,889000,892000,886000,891500,27811
103000,891000,891500,885000,886500,20245
103500,886500,889000,885000,888000,18953
104000,888000,892000,886000,891000,14446
104500,892000,892000,884000,885000,26551
105000,885000,886000,881000,882000,33375
105500,881500,885000,880000,884000,37036
110000,883000,887000,882000,883000,16072
110500,884000,893000,883000,893000,27312
111000,892000,895000,890000,893000,39672
111500,892000,896000,891000,896000,42582
112000,896000,900000,895000,898000,88386
112500,898000,900000,897000,899000,25065
113000,899500,901500,898000,900000,53521
113500,900000,900000,896000,896000,21608
114000,896000,897000,893000,896000,24777
114500,897000,898000,893000,895000,13440
115000,895000,895000,890000,891000,24749
115500,891000,891000,885000,887000,29969
120000,887000,889000,885000,889000,34051
120500,889000,890000,886000,887000,34916
121000,887000,889000,886000,887000,47034
121500,887000,889000,883000,884000,50549
122000,884000,885000,881000,884000,77658
122500,885000,886000,882000,883000,34617
123000,883000,884000,879000,882000,69296
123500,882000,883000,880000,881000,21752
124000,881000,882000,877000,879000,44911
124500,879000,879000,876000,876000,48261
125000,877000,880000,876000,878000,35658
125500,878000,879000,873000,877000,38010
130000,877000,880000,875000,880000,47314
130500,880000,880000,875000,877000,34815
131000,877000,877000,872000,873000,44776
131500,873500,876000,872000,874000,39863
132000,874000,877000,869000,870000,78028
132500,870000,875000,869000,873000,31997
133000,874000,877000,872500,876000,19955
133500,876000,879000,874500,878000,31592
134000,879000,881000,877000,880000,27439
134500,880000,881000,874000,877000,55471
135000,878000,879000,876000,879000,21524
135500,878000,879000,877000,879000,18322
140000,879000,880000,877000,878000,16625
140500,877000,882000,877000,880000,28193
141000,880000,884000,880000,881000,29026
141500,881000,882000,878000,881000,25722
142000,882000,883000,879000,883000,28119
142500,883000,884000,881000,882000,28005
143000,883000,885000,880000,880000,38503
143500,880000,881000,878000,878000,22972
144000,878000,879000,876000,877000,30645
144500,877000,879000,876000,877000,26661
145000,877000,879000,876000,878000,29176
145500,878000,879000,876000,879000,30132
