time,open,high,low,close,volume
090000,1950000,1966000,1945000,1950000,360044
090500,1950000,1960000,1946000,1959000,94160
091000,1959000,1980000,1957000,1978000,117592
091500,1977000,1984000,1976500,1979000,121036
092000,1979000,1994000,1977000,1994000,112111
092500,1994000,1995000,1988000,1988000,84641
093000,1988000,1991000,1981000,1987000,65296
093500,1988000,1988000,1972000,1979000,56078
094000,1979000,1980000,1970000,1972000,47046
094500,1972000,1976000,1963000,1965000,59335
095000,1965000,1974000,1962000,1974000,44671
095500,1974000,1975000,1964000,1968000,54887
100000,1968000,1972000,1966000,1971000,30144
100500,1971000,1971000,1962000,1962500,29872
101000,1962000,1969000,1962000,1964000,45942
101500,1964000,1965000,1957000,1961000,51938
102000,1960000,1961000,1953000,1956000,43804
102500,1957000,1958000,1950000,1950000,41931
103000,1950000,1951000,1945000,1948000,77495
103500,1949000,1961000,1949000,1956000,53395
104000,1956000,1961000,1950000,1951000,49573
104500,1951000,1954000,1941000,1943000,55722
105000,1942500,1943000,1921000,1925000,121356
105500,1924000,1932000,1893000,1895000,155360
110000,1895000,1913000,1894000,1912000,139982
110500,1912000,1913000,1894000,1905000,109365
111000,1904500,1911000,1889000,1890000,126656
111500,1889000,1891000,1874000,1885000,191706
112000,1885000,1916000,1884000,1909000,128181
112500,1908000,1918000,1893000,1897000,84602
113000,1896000,1908000,1890000,1908000,63941
113500,1908000,1909000,1900000,1901000,49417
114000,1901000,1912000,1898000,1912000,49168
114500,1912000,1922000,1906000,1911000,58554
115000,1910000,1920000,1910000,1913000,43577
115500,1913000,1917000,1902000,1904000,33449
120000,1904000,1908000,1896000,1897000,44994
120500,1898000,1903000,1897000,1899000,22424
121000,1898000,1907000,1896000,1896000,43147
121500,1897000,1903000,1892000,1901000,47761
122000,1902000,1904000,1896000,1899000,23191
122500,1899000,1900000,1895000,1896000,24479
123000,1896000,1899000,1892000,1892000,29941
123500,1892000,1900000,1891000,1898000,46198
124000,1898000,1904000,1894000,1896000,39459
124500,1895000,1904000,1894000,1901000,42264
125000,1900000,1902000,1895000,1896000,29272
125500,1896000,1902000,1891000,1891000,41644
130000,1891000,1892000,1885000,1886000,60014
130500,1886000,1892000,1884000,1884000,38748
131000,1884000,1885000,1875000,1877000,78489
131500,1877000,1877000,1865000,1866000,90253
132000,1866000,1870000,1857000,1859000,111037
132500,1860000,1870000,1850000,1857000,130550
133000,1857000,1859000,1844000,1858000,129030
133500,1858000,1866000,1850000,1865000,114482
134000,1865000,1875000,1858000,1860000,84534
134500,1859000,1860000,1850000,1850000,61978
135000,1850000,1851000,1842000,1843000,76298
135500,1844000,1844000,1831000,1833000,112120
140000,1833000,1837500,1825000,1829000,104648
140500,1828000,1845000,1825000,1842000,95478
141000,1842000,1858000,1837000,1857000,93085
141500,1857000,1862000,1840000,1842000,99154
142000,1842000,1852000,1834000,1836000,83046
142500,1835000,1839000,1827000,1828000,85234
143000,1828000,1828000,1808000,1809000,153689
143500,1809000,1818000,1805000,1805000,146015
144000,1805000,1815000,1803000,1806000,97007
144500,1806000,1810000,1801000,1804000,111711
145000,1804000,1819000,1802000,1808000,100330
145500,1808000,1809000,1797000,1799000,165224
