time,open,high,low,close,volume
090000,1339000,1345000,1333000,1338000,0
090500,1338000,1347000,1338000,1346000,158050
091000,1347000,1349000,1343000,1345000,86968
091500,1346000,1349000,1345000,1347000,72074
092000,1348000,1350000,1347000,1349000,84917
092500,1349000,1354000,1349000,1354000,101409
093000,1353500,1360000,1352000,1360000,102200
093500,1359500,1364000,1354000,1354500,132581
094000,1354000,1359000,1351000,1353000,78879
094500,1353000,1355000,1351000,1351000,45002
095000,1351000,1360000,1351000,1360000,57387
095500,1359500,1363000,1358000,1361000,82744
100000,1362000,1364000,1359000,1363000,60147
100500,1362000,1367000,1361000,1367000,71704
101000,1366000,1370000,1364500,1369000,59712
101500,1369500,1370000,1367000,1367000,55847
102000,1367500,1374000,1366000,1374000,54024
102500,1374000,1382000,1373000,1382000,129033
103000,1381000,1387000,1380000,1384000,116222
103500,1383500,1388000,1381000,1387500,59033
104000,1387000,1388000,1382500,1386000,58857
104500,1386000,1391000,1385000,1391000,60238
105000,1390000,1399000,1390000,1396500,91443
105500,1397000,1404000,1396000,1404000,109578
110000,1404000,1404000,1393000,1400000,98309
110500,1400000,1403000,1397000,1402000,66910
111000,1402000,1403000,1399000,1402000,51844
111500,1401000,1407000,1401000,1407000,61690
112000,1406000,1410000,1405000,1409000,70801
112500,1408000,1409000,1402000,1402000,51491
113000,1403000,1409000,1402000,1408000,31832
113500,1408500,1419000,1408000,1418000,89114
114000,1419000,1427000,1418000,1425000,100972
114500,1425000,1436500,1420000,1436000,119841
115000,1436000,1444000,1433000,1438000,103725
115500,1438000,1438000,1424000,1426000,104124
120000,1426000,1430000,1422000,1424000,69224
120500,1424000,1431000,1423000,1430000,48728
121000,1430000,1433000,1420000,1423000,54350
121500,1423500,1426000,1419500,1424000,39625
122000,1424000,1429000,1422000,1428000,47576
122500,1427000,1435000,1426500,1435000,43995
123000,1434000,1435000,1429000,1432000,43866
123500,1432000,1437000,1432000,1436000,35529
124000,1435000,1438000,1435000,1437000,37766
124500,1437000,1440000,1437000,1438000,57094
125000,1438000,1440000,1436000,1437000,36701
125500,1436000,1440000,1436000,1439000,41945
130000,1439000,1440000,1436000,1439000,25673
130500,1439000,1439000,1435000,1437000,30570
131000,1436000,1440000,1435000,1436000,45095
131500,1436000,1439000,1436000,1437000,35166
132000,1436000,1439000,1435000,1436000,33389
132500,1437000,1437000,1431000,1431000,36532
133000,1431000,1436000,1431000,1434000,36935
133500,1435000,1437000,1434000,1435000,22531
134000,1436000,1436000,1427000,1432000,52925
134500,1431000,1434000,1430000,1433000,27286
135000,1432000,1436000,1432000,1433000,35921
135500,1432000,1435000,1428000,1428000,37053
140000,1428000,1431000,1424000,1424000,42466
140500,1424500,1436000,1424000,1435000,41226
141000,1435000,1435500,1430000,1433000,29340
141500,1433000,1435000,1429000,1434000,42118
142000,1433000,1438000,1433000,1438000,38560
142500,1438000,1439000,1434000,1437000,52219
143000,1438000,1440000,1436000,1440000,60903
143500,1440000,1440000,1435000,1438000,56446
144000,1438000,1440000,1438000,1440000,30111
144500,1439000,1443000,1439000,1441000,60881
145000,1442000,1443000,1439000,1442000,46600
145500,1442000,1444000,1440000,1442000,66900
