time,open,high,low,close,volume
090000,309500,319000,309000,318500,2696850
090500,318500,319000,314500,315500,1213830
091000,315500,317000,312500,313000,924756
091500,313000,314000,310500,310750,902654
092000,310750,311500,308500,311000,833289
092500,311000,312000,309500,310500,694553
093000,310500,312000,310000,311000,389390
093500,311000,313000,310500,312500,263731
094000,312500,312500,310000,311000,345317
094500,311000,311500,308500,308500,258515
095000,308500,311000,308000,309500,332967
095500,309500,310000,308000,308500,270235
100000,308500,309000,305500,307000,475099
100500,307000,310000,306500,309500,269110
101000,309500,311000,309000,310500,191728
101500,310500,311000,309500,310500,164737
102000,310500,312500,310000,312000,306791
102500,311750,312500,310500,312250,277119
103000,312250,314000,311000,313000,495172
103500,313000,313500,311500,311500,237398
104000,311500,313500,311000,313500,240760
104500,313250,314000,312500,313000,228865
105000,312500,313750,312500,313000,249242
105500,313250,314000,313000,313500,161617
110000,314000,314500,313500,314000,263746
110500,313500,314000,312000,312000,202311
111000,312250,313000,311000,311500,215444
111500,312000,313500,311000,312500,244850
112000,312500,313000,311000,311500,206528
112500,311500,312000,310000,311000,252141
113000,310500,312000,310500,311000,186265
113500,311000,311500,310500,311000,143642
114000,311000,312000,309500,309500,192935
114500,309500,310500,309500,309750,131486
115000,310000,310000,309000,309500,153860
115500,310000,311000,309500,310250,148289
120000,310500,313000,310000,313000,250079
120500,313000,313500,312500,313000,239721
121000,313000,313000,311500,311500,126872
121500,312000,312500,311000,312000,174044
122000,312000,313000,311500,312500,172507
122500,312000,312500,310500,311500,194685
123000,311500,312000,310500,312000,104960
123500,312000,312500,311500,312000,96810
124000,312000,312500,312000,312000,81966
124500,312250,312500,311000,312500,125232
125000,312000,313000,311500,312500,193927
125500,312750,313000,312500,312500,62554
130000,312500,313500,312500,313500,153752
130500,313500,313500,312000,312500,236215
131000,312500,313000,312000,312000,234397
131500,312000,313500,312000,313000,162253
132000,313500,313500,312500,313000,226363
132500,313000,313000,312000,312500,128550
133000,312500,313500,312500,313250,171777
133500,313000,314500,313000,314000,453158
134000,314500,314500,313500,314000,257142
134500,314000,314500,313000,314250,300112
135000,314000,314500,313500,314000,151458
135500,314500,314500,313500,313750,249420
140000,314000,314500,313500,314000,176245
140500,314000,314500,313500,314500,213625
141000,314500,315000,314000,314750,365164
141500,315000,315000,314500,314750,133608
142000,314750,316000,314500,315500,470367
142500,315500,317000,315500,317000,536912
143000,316500,318000,316500,317500,455308
143500,317000,317500,315500,315750,383765
144000,315750,317500,315500,317500,352334
144500,317500,318500,317000,317500,612272
145000,318000,318000,317000,317750,397056
145500,317750,318000,317000,317500,273493
