time,open,high,low,close,volume
090000,217000,218000,216000,216000,930781
090500,216000,217000,215500,216500,452953
091000,216750,217500,215500,216000,373416
091500,216000,216500,215500,216000,241049
092000,216500,217000,216000,216750,256806
092500,216500,217000,215500,215500,355064
093000,216000,216500,215500,216250,193498
093500,216500,216500,216000,216500,266894
094000,216250,217500,216250,217500,332923
094500,217500,218000,217000,218000,169862
095000,217750,218000,216500,217500,255057
095500,217000,217500,216500,216750,121284
100000,217000,217000,216500,216500,98539
100500,216500,217500,216500,217000,314172
101000,216750,217000,216500,216750,68366
101500,217000,217250,216500,216750,142773
102000,216750,217000,216500,216750,95171
102500,216750,218000,216500,218000,211740
103000,218000,218000,217500,218000,126361
103500,218000,218000,217000,217250,178454
104000,217000,217500,217000,217250,87515
104500,217500,217500,217000,217500,78366
105000,217250,217500,217000,217500,86638
105500,217000,218000,217000,217750,192739
110000,217750,218000,217500,218000,60135
110500,218000,218000,216500,217000,287942
111000,217000,218000,217000,217500,108246
111500,217500,218000,217000,217000,235577
112000,217250,217500,217000,217250,84475
112500,217000,217500,216500,216500,325350
113000,216750,216750,216500,216500,83436
113500,216750,217000,216000,216500,204242
114000,216750,217000,216500,216500,67980
114500,216500,217000,216000,216500,139446
115000,216500,216500,216000,216500,116169
115500,216500,217000,216000,216500,121423
120000,216500,217000,216000,216250,90227
120500,216500,216500,216000,216000,57419
121000,216000,216500,216000,216250,79662
121500,216250,216500,216000,216500,105191
122000,216000,216500,216000,216000,70880
122500,216000,216250,215500,215750,277954
123000,216000,216500,215500,215500,351705
123500,215500,215750,215000,215250,146369
124000,215250,215500,215000,215250,162869
124500,215000,215500,215000,215500,132172
125000,215500,216000,215250,215750,153904
125500,215750,216500,215000,215500,304046
130000,215250,216000,215000,215500,224716
130500,215500,216000,215500,215750,85714
131000,216000,216000,215500,215750,95039
131500,216000,217000,215750,216500,339387
132000,217000,217000,216500,217000,104585
132500,216500,217000,216500,217000,92231
133000,217000,217250,216500,217000,199096
133500,217000,217250,216000,216000,280428
134000,216250,216500,216000,216500,101399
134500,216500,217000,216000,216750,168939
135000,216750,217000,216500,217000,65987
135500,216500,217000,216000,216500,285017
140000,216750,217000,215500,216000,248553
140500,216000,217000,215750,216500,254999
141000,216500,217000,216500,217000,85121
141500,216750,217000,216500,216750,89881
142000,216500,217000,216000,216750,257283
142500,216500,217000,216500,216500,69276
143000,216500,217000,216000,216250,174581
143500,216500,217000,216000,216500,274023
144000,216250,217000,216250,216750,159293
144500,216500,217000,216000,216750,157723
145000,216750,217000,216500,216500,75294
145500,216750,216750,216000,216500,142834
