time,open,high,low,close,volume
090000,198200,201000,198200,199650,0
090500,199650,199700,199000,199300,613301
091000,199400,200500,199200,200500,380870
091500,200500,201000,200000,200500,349324
092000,200500,201750,200000,201000,516754
092500,201000,202500,200500,202500,471645
093000,202500,203000,201500,202500,411346
093500,202500,202500,200500,201000,364672
094000,201000,201500,200000,201000,369615
094500,201000,202000,200500,201500,253027
095000,201250,203000,201000,202500,345672
095500,202500,203000,202000,202500,217709
100000,202250,203000,202000,202250,190952
100500,202250,202500,201500,201750,182251
101000,202000,202000,201500,201500,74944
101500,202000,202000,201500,201500,83661
102000,201500,202000,201000,201250,144162
102500,201500,202500,201000,202250,267814
103000,202250,202500,201500,202500,182972
103500,202000,203000,202000,202750,253707
104000,202750,203000,202500,202750,97442
104500,202750,203000,201500,201750,257847
105000,201750,202500,201500,201500,151030
105500,201750,202500,201500,202000,166116
110000,201750,202000,201000,201500,117570
110500,201250,201500,200500,201000,191460
111000,201000,201500,201000,201250,133378
111500,201250,201500,201000,201250,165737
112000,201250,201500,200500,200500,128689
112500,200500,201000,200000,200500,301489
113000,200500,201000,200000,201000,154297
113500,201000,201000,200500,200500,88202
114000,200750,201500,200500,201500,167979
114500,201500,201500,200500,200750,125181
115000,201000,201000,200500,200500,81206
115500,200750,201500,200500,201000,200676
120000,201250,201500,200500,201000,86913
120500,201000,201000,200500,200500,47713
121000,201000,201000,200000,200500,174854
121500,200500,200500,200000,200500,59028
122000,200250,200500,200000,200500,73612
122500,200500,200500,200000,200500,90765
123000,200500,200500,200000,200500,95701
123500,200500,200500,200000,200500,73554
124000,200500,201000,200250,200750,223054
124500,200500,200750,200000,200250,282269
125000,200250,200500,200000,200250,96403
125500,200250,201000,200250,200500,152256
130000,200500,201000,200500,201000,70827
130500,201000,201000,200000,200750,363133
131000,200750,201500,200000,201000,198206
131500,201250,201500,201000,201000,62306
132000,201000,201500,200500,200500,110731
132500,200500,201500,200500,201500,143329
133000,201000,201500,201000,201250,79223
133500,201250,201500,200500,200750,155316
134000,201000,201000,200500,200750,72895
134500,201000,202000,200500,201750,393600
135000,201500,202500,201250,202000,245436
135500,202250,202500,201500,202500,239850
140000,202000,202500,201500,202000,102469
140500,202250,202500,201500,201750,221365
141000,202000,202000,201500,201750,61885
141500,201750,202000,201500,201750,82131
142000,201750,202500,201500,202000,266490
142500,202000,202500,201500,202250,155866
143000,202000,202500,201500,202250,201890
143500,202250,202500,201500,202000,109891
144000,202000,202000,201500,201750,87531
144500,201750,202500,201500,202000,254007
145000,201750,202000,201500,201500,74016
145500,201750,201750,201000,201000,254344
