time,open,high,low,close,volume
090000,274000,275000,272000,272500,2051770
090500,272500,274000,271000,273500,955824
091000,273500,274500,271500,272000,584096
091500,272000,275000,271500,275000,444198
092000,275000,277000,273500,273500,536063
092500,274000,276000,273500,275500,384534
093000,276000,277000,274500,275000,380563
093500,274750,275500,273000,273500,346253
094000,273500,275000,273000,274500,275760
094500,274500,275000,273000,274500,213270
095000,274500,275000,273000,273250,262293
095500,273250,274000,272000,272000,326793
100000,272000,272500,271500,272000,283058
100500,272000,274000,271500,274000,369857
101000,273750,274000,271500,271750,327121
101500,271750,272000,270000,270250,510557
102000,270000,270500,269000,269750,709553
102500,269750,271000,268500,271000,426864
103000,271000,271500,269000,270000,428075
103500,270000,272000,270000,272000,373208
104000,272500,272500,269500,272500,325588
104500,272500,272500,269500,269750,292706
105000,269500,270000,269000,269250,300269
105500,269500,269500,268500,268500,292003
110000,269000,269000,267500,267500,477287
110500,267750,268500,266500,267250,507751
111000,267000,267500,266000,266500,454540
111500,266500,269000,266000,268500,475236
112000,268500,269000,267500,268750,208975
112500,268750,270500,268500,270000,346839
113000,270000,270500,269000,269750,272828
113500,269500,270000,269000,269500,202805
114000,269500,271000,269000,270500,402266
114500,271000,271000,269000,270250,290190
115000,270250,272500,270000,272500,216075
115500,272500,272500,271000,271750,180970
120000,272000,272000,269500,271000,203479
120500,271500,273500,270500,273250,221301
121000,273500,274500,273000,274500,297743
121500,274500,274500,273500,274500,148073
122000,274250,274500,272500,274000,210744
122500,274000,276000,273500,276000,301130
123000,276000,277000,275500,276750,318473
123500,277000,278000,276000,278000,331628
124000,278000,278500,275500,277000,457304
124500,277000,277500,275500,277500,217260
125000,277250,278000,275250,276000,231511
125500,275750,276500,274500,276500,185398
130000,276500,276500,273500,274250,215348
130500,274250,274500,272500,274000,260325
131000,274000,275000,273000,273500,141528
131500,273750,274000,272000,273500,271752
132000,273000,274000,272000,272500,199870
132500,272500,273000,271000,272000,226716
133000,272000,273000,271500,272500,175143
133500,272250,274000,272000,272500,311556
134000,272500,275000,272000,272500,255563
134500,272750,273500,272000,272250,94199
135000,272250,274500,272000,274250,214246
135500,274250,275000,274000,274750,154079
140000,274500,275500,274000,274750,205563
140500,274750,276000,273000,275750,233362
141000,275750,277500,275500,276500,354998
141500,276500,277500,275000,277250,301579
142000,277500,279000,276500,277500,513910
142500,277250,280500,276500,279500,594615
143000,279500,280500,278500,279250,365250
143500,279000,281500,278500,281000,609719
144000,280500,281500,278000,278000,437516
144500,278250,280000,278000,279000,324779
145000,279000,280000,278000,279750,225386
145500,279750,280000,278500,279750,198203
