time,open,high,low,close,volume
090000,349000,352000,348000,350000,0
090500,350000,351000,348500,350000,846033
091000,350500,355500,350000,354000,894452
091500,354000,356000,350500,354750,854669
092000,355000,357000,354500,355000,550590
092500,355500,360000,355000,360000,555589
093000,360000,363750,359000,363000,950222
093500,363500,366000,361000,364500,1032840
094000,365000,365000,361000,363000,542637
094500,363000,363500,358500,359000,569708
095000,359500,362500,357500,362500,477574
095500,362500,362500,359000,359500,394275
100000,359500,361000,358000,358000,424092
100500,358500,360000,357000,359500,450151
101000,359500,362000,359000,360250,405203
101500,360250,360250,357500,358500,414301
102000,358500,359000,357500,357750,282041
102500,357500,357750,355500,356000,540239
103000,356000,359500,355500,359000,382572
103500,359000,360500,358250,359000,249830
104000,359000,359000,355000,356000,382353
104500,356000,357500,354500,357250,409350
105000,357250,357250,354500,355000,400469
105500,355000,355500,354500,354500,218035
110000,354500,355000,353500,354000,216223
110500,354000,354500,351500,352000,536626
111000,352000,353500,350500,352250,559579
111500,352250,353000,350500,352500,339592
112000,352500,354000,352000,353250,361229
112500,353250,354500,353000,354500,322109
113000,354250,355000,353500,354000,273246
113500,354000,354500,353000,354500,233429
114000,354000,355000,353500,355000,169359
114500,355000,356000,354500,355500,324215
115000,355000,355500,353000,355000,329290
115500,355000,355000,353500,353750,158609
120000,353750,356000,353500,355750,197563
120500,355750,356500,355000,355500,218205
121000,355500,357000,355500,356000,199769
121500,356250,357500,355750,356500,222438
122000,356500,357500,356000,356500,190880
122500,356500,358000,356000,357500,245494
123000,357500,360000,357500,359250,304743
123500,359250,359250,358000,358750,212871
124000,358500,359000,355500,356500,242103
124500,356500,356750,355500,356000,237063
125000,355500,357500,355500,357250,146730
125500,357500,358500,357000,358500,224276
130000,358500,358500,356000,356000,208629
130500,356000,357000,356000,356500,251558
131000,356500,357500,356500,357000,94013
131500,356500,358000,356500,357750,241200
132000,357750,358500,357500,358500,137237
132500,358500,358500,357000,357250,150113
133000,357000,358000,356500,358000,187413
133500,358000,359000,358000,358250,147545
134000,358250,359000,357500,358250,238915
134500,358250,358500,357500,358500,141913
135000,358500,358500,358000,358000,157562
135500,358000,358500,357000,357750,274883
140000,357500,358500,357000,358000,182518
140500,357500,359000,357500,358000,220247
141000,358000,358000,356000,356500,258068
141500,357000,357500,356500,357250,185678
142000,357250,357250,356500,356500,166616
142500,356500,357000,356500,356500,168925
143000,356500,357500,355500,356500,435463
143500,356750,358000,356500,357000,212068
144000,357250,357500,356250,356500,320731
144500,356500,356500,354500,355000,543615
145000,355000,355500,354000,354500,315419
145500,354500,355500,353500,355500,435942
