time,open,high,low,close,volume
090000,182285,182952,180761,180952,0
090500,180952,181238,180095,180761,26697
091000,180952,182000,180476,181142,12819
091500,181142,184190,181047,184000,19162
092000,183809,185047,183809,184761,21095
092500,184761,184857,183619,184571,10430
093000,184666,184761,183571,183619,9482
093500,183619,184285,182761,184190,10656
094000,184190,184666,183619,183809,10228
094500,183904,184095,183142,183523,9191
095000,183619,184190,183142,183857,8721
095500,183857,184000,183238,183428,8700
100000,183333,183428,182476,182476,10378
100500,182571,182857,182476,182523,6451
101000,182523,182666,182190,182380,6251
101500,182285,182476,182095,182285,6510
102000,182285,183047,182095,183047,9266
102500,183047,183428,182095,182285,7163
103000,182142,182380,181714,182095,12031
103500,182000,182761,181904,182571,4729
104000,182666,182857,182380,182666,5495
104500,182619,182857,181809,181809,7365
105000,181809,182190,181714,181904,5381
105500,182000,182380,181809,182000,7517
110000,181904,182428,181904,182095,5067
110500,182095,182571,182095,182285,4815
111000,182285,182380,181904,182095,7592
111500,182095,182761,181904,182571,9783
112000,182571,183333,182380,183333,13332
112500,183238,183333,182857,183190,7495
113000,183190,183238,181904,182857,10153
113500,182857,183238,182666,183142,9071
114000,183047,183428,182714,183142,12882
114500,183142,183333,182904,183047,7143
115000,183142,183523,183000,183428,7807
115500,183333,183476,182809,183238,9770
120000,183142,183333,182952,183047,7323
120500,183047,183142,182761,182857,5411
121000,182857,182952,182571,182666,3975
121500,182666,182952,182476,182571,3236
122000,182571,182761,182095,182190,4700
122500,182095,182380,181809,182285,16226
123000,182190,182761,182000,182476,12591
123500,182476,182666,182095,182190,5645
124000,182095,182380,181904,182095,5407
124500,182000,182333,182000,182190,4475
125000,182190,182666,182095,182190,5912
125500,182190,182428,182000,182000,4436
130000,182000,182476,182000,182380,8438
130500,182285,182476,181904,182095,15007
131000,182095,182380,181809,182190,12658
131500,182095,182428,182095,182190,6487
132000,182285,182666,182095,182571,8132
132500,182571,182761,182095,182095,7405
133000,182095,182571,181904,182380,13516
133500,182380,182571,182095,182190,16245
134000,182190,182857,182190,182761,14621
134500,182761,182952,182666,182857,8508
135000,182857,182857,182571,182666,5781
135500,182666,182952,182571,182857,9301
140000,182666,182952,182476,182761,10692
140500,182761,183333,182571,183238,11803
141000,183238,184476,183095,184142,27088
141500,184190,184285,183714,183809,20173
142000,183714,185238,183619,184666,28538
142500,184666,184761,183809,183809,9464
143000,183904,184190,183523,183523,14380
143500,183571,183809,182952,183238,9379
144000,183238,183523,183047,183142,6459
144500,183142,183333,182666,183142,12117
145000,183142,183428,182952,183142,9085
145500,183238,183333,182761,182857,12664
