time,open,high,low,close,volume
090000,165100,168300,165000,168300,15640
090500,168200,168400,166300,167000,9174
091000,167000,167800,166600,166900,4888
091500,167100,167500,166000,166000,4772
092000,166100,166800,166100,166500,4352
092500,166400,166500,166000,166100,5346
093000,166100,166800,165900,166000,10790
093500,165900,167000,165700,166500,6328
094000,166500,167000,165900,166000,4617
094500,166000,166700,165700,166300,6035
095000,166200,166300,165600,166200,7621
095500,166300,166500,165800,166200,6705
100000,166200,166700,166100,166400,4009
100500,166500,166500,165800,166000,5441
101000,166100,166400,165700,166200,5919
101500,166200,166800,166000,166400,7060
102000,166400,166700,165900,166100,4329
102500,166100,166200,165800,166000,4497
103000,166000,166500,165700,166400,6310
103500,166500,166500,166000,166300,4393
104000,166300,166700,165700,165800,4885
104500,165800,166400,165700,166000,5747
105000,165900,166300,165600,165900,5307
105500,166000,166700,165900,166600,5884
110000,166500,166800,165900,166100,5629
110500,166100,166250,165800,165900,3585
111000,165900,166000,165700,165800,3432
111500,165800,165800,165100,165300,8318
112000,165400,165400,165100,165200,4677
112500,165100,165300,165000,165200,6772
113000,165300,165400,165100,165200,3346
113500,165200,165400,165100,165400,3493
114000,165300,165400,165200,165300,3404
114500,165400,165700,165300,165400,3993
115000,165500,165500,165100,165100,3471
115500,165100,165200,165000,165000,3137
120000,165100,165400,164700,165100,9148
120500,165100,165600,165000,165500,3921
121000,165500,165700,165000,165300,4036
121500,165450,165700,165300,165300,3574
122000,165300,165500,165000,165200,4556
122500,165250,165300,164900,165000,3131
123000,165000,165400,164700,164900,4826
123500,164900,165000,164700,164800,2246
124000,164900,164900,164200,164200,5097
124500,164200,164400,164200,164200,3333
125000,164200,164400,163700,164000,11940
125500,164300,164500,163900,164500,6309
130000,164500,164800,164300,164700,6662
130500,164700,164900,164400,164700,5082
131000,164700,164900,164500,164700,4243
131500,164700,165900,164400,165800,7349
132000,165900,166000,164900,164900,8520
132500,165000,165200,164100,164100,7395
133000,164500,164500,163600,163800,8782
133500,163800,163900,163400,163600,7857
134000,163500,163800,163200,163300,7506
134500,163400,163500,162900,163300,11898
135000,163500,164000,162800,163600,8079
135500,163700,163900,163200,163200,5352
140000,163300,163600,163100,163600,5408
140500,163600,164100,163400,164000,5929
141000,164100,164200,163700,163900,4312
141500,164000,164100,163300,163300,6556
142000,163400,163500,162700,163000,9016
142500,163100,165100,162800,165000,10157
143000,165200,165700,164600,165100,11669
143500,165100,165200,164500,165100,7981
144000,165100,165500,164300,164700,10823
144500,164700,164900,164000,164600,8441
145000,164700,165300,164400,165200,11105
145500,165200,165700,165000,165000,11554
