time,open,high,low,close,volume
090000,184666,190380,184000,188380,97309
090500,188380,189809,187714,189619,56748
091000,189619,191428,188952,190476,57084
091500,190476,190952,188761,188857,26237
092000,188761,189428,188476,189047,20561
092500,189047,189714,188571,189333,12487
093000,189428,190952,189333,190190,28178
093500,190190,190952,190095,190380,13936
094000,190285,191428,190190,190476,19984
094500,190476,190952,190476,190952,3594
095000,190952,190952,190285,190952,16369
095500,190476,190952,190476,190952,4353
100000,190476,192380,190476,191428,28044
100500,191428,191904,190952,190952,9333
101000,190952,191428,190190,190285,18199
101500,190380,190380,189523,189523,14732
102000,189523,189809,189333,189333,7211
102500,189428,190000,189142,189523,12775
103000,189523,189714,188666,188857,11389
103500,188952,189333,188857,189142,4891
104000,189142,189428,188761,188857,7255
104500,188857,189142,188666,188666,5937
105000,188761,189619,188666,189523,8410
105500,189428,189809,189428,189428,8799
110000,189523,189809,189238,189428,5890
110500,189476,189714,189238,189523,5738
111000,189523,189809,189428,189619,4209
111500,189619,189714,188857,189238,7824
112000,189238,189428,189047,189238,3288
112500,189333,189428,188809,188857,6325
113000,188952,189428,188857,189428,3367
113500,189333,189428,189047,189238,4267
114000,189142,189523,189047,189333,3830
114500,189428,189619,189333,189428,5599
115000,189523,189714,189333,189333,3812
115500,189333,189428,188952,189047,4691
120000,188952,189285,188761,188952,5134
120500,188952,189047,188571,188666,6435
121000,188666,188761,188571,188666,3326
121500,188666,188857,188285,188285,9204
122000,188380,188666,188285,188523,3852
122500,188523,189095,188476,189095,3415
123000,189095,189428,189047,189380,3534
123500,189380,189523,189238,189523,3715
124000,189523,189619,189238,189380,4114
124500,189380,189428,189142,189333,3376
125000,189238,189809,189190,189714,6679
125500,189714,190190,189619,190095,8412
130000,190000,190380,189904,190333,5665
130500,190333,190476,190285,190380,8916
131000,190380,190476,189904,190285,6221
131500,190285,190380,189714,189809,8501
132000,189809,190095,189047,189142,10082
132500,189142,189523,189142,189333,3485
133000,189428,189714,189142,189619,4487
133500,189619,189809,189428,189523,4105
134000,189523,189809,188952,188952,8368
134500,188952,189428,188952,189333,4635
135000,189380,189619,189238,189523,4809
135500,189523,189619,189333,189523,4922
140000,189523,189714,189142,189523,6858
140500,189428,189714,189142,189333,6591
141000,189333,189523,189238,189333,3319
141500,189333,189428,189047,189333,6208
142000,189238,189428,188952,189333,8282
142500,189238,189523,189142,189428,5039
143000,189428,189523,189190,189523,4682
143500,189428,189619,189142,189333,6318
144000,189333,189714,189238,189523,4862
144500,189619,189809,189333,189619,8027
145000,189523,189904,189428,189428,6992
145500,189523,189809,188666,188761,14864
