time,open,high,low,close,volume
090000,181714,182666,181238,181333,36569
090500,181333,181904,180761,181809,30527
091000,181809,182190,181619,181666,15213
091500,181666,183238,181285,182857,21465
092000,182761,184095,182761,183904,19585
092500,184000,184666,183809,184571,21739
093000,184571,184666,184190,184571,19508
093500,184571,184571,182952,183047,14270
094000,182952,183238,182571,183047,10581
094500,183142,183142,182761,182952,5934
095000,183000,184000,182952,183523,8599
095500,183523,184190,183333,184095,9454
100000,184095,184571,184095,184476,10482
100500,184571,185238,184476,184666,17963
101000,184666,186000,184571,185714,31300
101500,185714,185761,184476,184761,17623
102000,184761,185142,184190,184380,13190
102500,184285,184761,183047,183619,29002
103000,183523,183619,181142,181523,25700
103500,181523,181714,178666,178952,63700
104000,178952,179714,178476,179142,40552
104500,179238,181809,178952,181714,19460
105000,181714,182190,180761,180857,21958
105500,180857,181047,180190,180761,15736
110000,180666,182476,180190,182476,24370
110500,182380,183523,182285,183523,15384
111000,183523,184380,183333,184380,15567
111500,184380,185047,184285,184761,15490
112000,184761,187809,184666,187714,48762
112500,187714,188380,187714,188095,42550
113000,188000,188095,186476,186571,17139
113500,186476,186857,186190,186380,8949
114000,186380,186476,185523,186095,15236
114500,186000,186190,185714,185809,10811
115000,185714,185809,185238,185333,6530
115500,185333,185428,185047,185142,7149
120000,185190,185238,184380,184571,11636
120500,184571,184761,184476,184476,8887
121000,184476,185238,184380,185238,5154
121500,185142,185428,184666,184666,6257
122000,184761,185333,184666,184952,5596
122500,184952,185142,184952,185047,2025
123000,185095,185619,185000,185333,7423
123500,185333,186190,185333,186142,8053
124000,186095,186476,186000,186380,9546
124500,186285,186476,185809,186000,8412
125000,186000,186571,186000,186095,10013
125500,186095,186095,184761,184857,9962
130000,184952,185523,184857,185238,6111
130500,185333,186380,185238,186285,11129
131000,186285,186285,185428,185476,10682
131500,185523,185809,185238,185333,6424
132000,185333,185714,184857,185142,5514
132500,185047,185142,184666,184761,5714
133000,184761,185142,184666,184857,5668
133500,184761,184761,184190,184476,8738
134000,184476,185047,184190,184952,10767
134500,184952,185047,184285,184285,8844
135000,184380,184476,184000,184380,14078
135500,184380,184666,183809,184285,12741
140000,184285,185142,184095,184952,10011
140500,184952,185047,184571,184571,5551
141000,184571,184761,184190,184285,7362
141500,184190,184476,183523,183904,12634
142000,183904,184476,183714,184285,7349
142500,184285,184571,184095,184380,7531
143000,184285,184476,183714,183714,7940
143500,183809,184190,183428,183476,8533
144000,183476,183714,183238,183571,7954
144500,183571,184761,183285,184571,15977
145000,184571,185047,184285,184571,10822
145500,184476,185047,184476,184666,9866
